Count,sender,sender_id,receiver,receiver_id,amount,currency,Mt,year,direction,category,send region,receiver region,mx/mt
7073,Royal Bank of Canada,RBOCAPJ0UHW,Emirates NBD,ENEMMEA6RXO,122244.51,USD,MT760,2017,Incoming,Investment,Asia Pacific,Middle East,MT
7074,First Abu Dhabi Bank,FADBMEA2699,National Bank of Fujairah,NBOFMEAE56L,9318.85,USD,MT950,2016,Outgoing,FX Settlement,Middle East,Middle East,MT
7075,UBS,UBSXCAE3O4P,Dubai Islamic Bank,DIBDMEA5E82,100278.11,EUR,MT760,2022,Incoming,Investment,Caribbean,Middle East,MT
7076,First Abu Dhabi Bank,FADBMEA2699,Industrial and Commercial Bank of China,IACBCASEWNX,112476.7,USD,MT940,2019,Incoming,Retail Payment,Middle East,Asia Pacific,MT
7077,Industrial and Commercial Bank of China,IACBCASEWNX,Emirates NBD,ENEMMEA6RXO,89184.52,EUR,MT760,2018,Incoming,Corporate Payment,Caribbean,Middle East,MT
7078,BNP Paribas,BPBNSAGC7SV,Emirates NBD,ENEMMEA6RXO,48366.31,AED,MT910,2017,Outgoing,Treasury Operations,South Asia,Middle East,MT
7079,HSBC,HSBCSAJE8V3,National Bank of Fujairah,NBOFMEAE56L,24820.03,EUR,MT799,2021,Outgoing,Loan Disbursement,South Asia,Middle East,MT
7080,UBS,UBSXCAE3O4P,Commercial Bank of Dubai,CBODMEA7WUU,14760.4,USD,MT910,2018,Outgoing,Loan Disbursement,Caribbean,Middle East,MT
7081,Mashreq Bank,MBMAMEAE4ZY,RAK Bank,RBRAMEAANF7,70590.91,USD,MT799,2015,Incoming,Interbank Settlement,Middle East,Middle East,MT
7082,Bank of Tokyo-Mitsubishi UFJ,BOTUAPYWGS3,Abu Dhabi Islamic Bank,ADIBMEAAD1L,25091.54,USD,MT950,2020,Incoming,Treasury Operations,Asia Pacific,Middle East,MT
7083,Bank of China,BOCBLAUE3HB,Commercial Bank of Dubai,CBODMEA7WUU,47145.39,EUR,MT910,2016,Outgoing,Interbank Settlement,Latin America,Middle East,MT
7084,Goldman Sachs,GSGOAPYB7P0,First Abu Dhabi Bank,FADBMEA2699,52429.7,USD,MT700,2016,Incoming,FX Settlement,Asia Pacific,Middle East,MT
7085,Standard Chartered,SCSTSAJOP2N,Industrial and Commercial Bank of China,IACBCASEWNX,1123.51,USD,MT950,2020,Outgoing,Interbank Settlement,South Asia,Southeast Asia,MT
7086,HSBC,HSBCSAJE8V3,First Abu Dhabi Bank,FADBMEA2699,79083.82,USD,MT760,2022,Incoming,Retail Payment,South Asia,Middle East,MT
7087,Mashreq Bank,MBMAMEAE4ZY,BNP Paribas,BPBNSAGC7SV,6613.95,CAD,MT910,2016,Outgoing,Corporate Payment,Middle East,South Asia,MT
7088,Bank of America,BOABAPYTBUG,United Arab Bank,UABUMEAPCIA,7595.5,EUR,MT910,2019,Incoming,Trade Finance,Asia Pacific,Middle East,MT
7089,Standard Chartered,SCSTSAJOP2N,RAK Bank,RBRAMEAANF7,38975.53,EUR,MT940,2017,Outgoing,FX Settlement,South Asia,Middle East,MT
7090,Goldman Sachs,GSGOAPYB7P0,Abu Dhabi Commercial Bank,ADCBMEAD03P,42955.12,EUR,MT700,2020,Outgoing,Interbank Settlement,Asia Pacific,Middle East,MT
7091,Mashreq Bank,MBMAMEAE4ZY,National Bank of Fujairah,NBOFMEAE56L,14314.88,EUR,MT202,2017,Incoming,Investment,Middle East,Middle East,MT
7092,Dubai Islamic Bank,DIBDMEA5E82,Deutsche Bank,DBDEAFDWKG7,78153.05,CNY,MT760,2021,Incoming,Retail Payment,Middle East,Latin America,MT
7093,Morgan Stanley,MSMOAFSRT5V,National Bank of Fujairah,NBOFMEAE56L,23574.04,USD,MT760,2016,Outgoing,Retail Payment,Africa,Middle East,MT
7094,UBS,UBSXCAE3O4P,Standard Chartered,SCSTSAJOP2N,7076.28,AUD,MT202,2019,Incoming,Corporate Payment,Caribbean,South Asia,MT
7095,Deutsche Bank,DBDEAFDWKG7,Commercial Bank of Dubai,CBODMEA7WUU,117826.12,AED,MT103,2017,Incoming,FX Settlement,Africa,Middle East,MT
7096,Credit Suisse,CSCREUD3JR5,Abu Dhabi Islamic Bank,ADIBMEAAD1L,1160.89,USD,MT202,2023,Incoming,Trade Finance,Europe,Middle East,MT
7097,Goldman Sachs,GSGOAPYB7P0,Commercial Bank of Dubai,CBODMEA7WUU,13656.83,USD,MT910,2017,Outgoing,Interbank Settlement,Asia Pacific,Middle East,MT
7098,HSBC,HSBCSAJE8V3,National Bank of Fujairah,NBOFMEAE56L,995.68,USD,MT940,2018,Incoming,Loan Disbursement,South Asia,Middle East,MT
7099,Goldman Sachs,GSGOAPYB7P0,United Arab Bank,UABUMEAPCIA,75610.6,AUD,MT760,2016,Incoming,FX Settlement,Asia Pacific,Middle East,MT
7100,Bank of Tokyo-Mitsubishi UFJ,BOTUAPYWGS3,First Abu Dhabi Bank,FADBMEA2699,80227.74,AED,MT760,2017,Incoming,Interbank Settlement,Asia Pacific,Middle East,MT
7101,Barclays,BBARCAJJO3R,Dubai Islamic Bank,DIBDMEA5E82,44502.3,EUR,MT103,2018,Outgoing,FX Settlement,Caribbean,Caribbean,MT
7102,First Abu Dhabi Bank,FADBMEA2699,JPMorgan Chase,JCJPCSPOOGD,277307.0,JPY,MT950,2017,Outgoing,Investment,Middle East,Southeast Asia,MT
7103,Emirates NBD,ENEMMEA6RXO,National Bank of Umm Al Qaiwain,NBOUMEA1ILX,513832.14,USD,MT700,2020,Incoming,Interbank Settlement,Middle East,Middle East,MT
7104,Citibank,CCITCSAWGWT,Dubai Islamic Bank,DIBDMEA5E82,80631.21,CNY,MT950,2017,Outgoing,Investment,Central Asia,Middle East,MT
7105,Credit Suisse,CSCREUD3JR5,Dubai Islamic Bank,DIBDMEA5E82,96279.11,AED,MT103,2019,Incoming,Treasury Operations,Europe,Middle East,MT
7106,First Abu Dhabi Bank,FADBMEA2699,National Bank of Umm Al Qaiwain,NBOUMEA1ILX,83017.31,EUR,MT940,2020,Outgoing,Treasury Operations,Middle East,Middle East,MT
7107,Bank of America,BOABAPYTBUG,National Bank of Fujairah,NBOFMEAE56L,99581.08,AED,MT950,2023,Outgoing,Trade Finance,Asia Pacific,Middle East,MT
7108,Emirates NBD,ENEMMEA6RXO,Sharjah Islamic Bank,SIBSMEAWAQ7,1725.55,SGD,MT910,2018,Outgoing,Investment,Middle East,Middle East,MT
7109,HSBC,HSBCSAJE8V3,Dubai Islamic Bank,DIBDMEA5E82,36445.63,EUR,MT760,2019,Outgoing,Treasury Operations,South Asia,Middle East,MT
7110,Abu Dhabi Commercial Bank,ADCBMEAD03P,First Abu Dhabi Bank,FADBMEA2699,40253.44,AED,MT950,2017,Outgoing,Loan Disbursement,Middle East,Middle East,MT
7111,Bank of Tokyo-Mitsubishi UFJ,BOTUAPYWGS3,Industrial and Commercial Bank of China,IACBCASEWNX,201708.36,USD,MT202,2018,Outgoing,Trade Finance,Asia Pacific,Central Asia,MT
7112,Mashreq Bank,MBMAMEAE4ZY,Bank of Tokyo-Mitsubishi UFJ,BOTUAPYWGS3,89023.72,USD,MT910,2023,Outgoing,Corporate Payment,Middle East,Southeast Asia,MT
7113,Mashreq Bank,MBMAMEAE4ZY,Dubai Islamic Bank,DIBDMEA5E82,7999.87,AED,MT940,2015,Outgoing,Retail Payment,Middle East,Middle East,MT
7114,Industrial and Commercial Bank of China,IACBCASEWNX,Abu Dhabi Commercial Bank,ADCBMEAD03P,35940.02,EUR,MT910,2018,Outgoing,Corporate Payment,Caribbean,Middle East,MT
7115,Goldman Sachs,GSGOAPYB7P0,Morgan Stanley,MSMOAFSRT5V,22670.58,USD,MT950,2023,Incoming,Trade Finance,Asia Pacific,North America,MT
7116,Industrial and Commercial Bank of China,IACBCASEWNX,RAK Bank,RBRAMEAANF7,41987.16,USD,MT910,2018,Incoming,Treasury Operations,Caribbean,Middle East,MT
7117,First Abu Dhabi Bank,FADBMEA2699,RAK Bank,RBRAMEAANF7,17227.35,CHF,MT950,2017,Outgoing,FX Settlement,Middle East,Middle East,MT
7118,First Abu Dhabi Bank,FADBMEA2699,Bank of America,BOABAPYTBUG,85063.39,SGD,MT940,2017,Outgoing,Treasury Operations,Middle East,Latin America,MT
7119,Credit Suisse,CSCREUD3JR5,United Arab Bank,UABUMEAPCIA,5250.54,EUR,MT799,2017,Incoming,Corporate Payment,Europe,Middle East,MT
7120,Standard Chartered,SCSTSAJOP2N,United Arab Bank,UABUMEAPCIA,5533.73,USD,MT950,2018,Incoming,Corporate Payment,South Asia,Middle East,MT
7121,Bank of America,BOABAPYTBUG,First Abu Dhabi Bank,FADBMEA2699,25715.16,USD,MT910,2023,Incoming,Corporate Payment,Asia Pacific,Middle East,MT
7122,Mashreq Bank,MBMAMEAE4ZY,Citibank,CCITCSAWGWT,22433.14,GBP,MT760,2021,Incoming,Retail Payment,Middle East,North America,MT
7123,Royal Bank of Canada,RBOCAPJ0UHW,First Abu Dhabi Bank,FADBMEA2699,16187.0,USD,MT950,2021,Outgoing,Corporate Payment,Asia Pacific,Middle East,MT
7124,BNP Paribas,BPBNSAGC7SV,Sharjah Islamic Bank,SIBSMEAWAQ7,33660.08,GBP,MT103,2015,Outgoing,Interbank Settlement,South Asia,Middle East,MT
7125,Dubai Islamic Bank,DIBDMEA5E82,Mashreq Bank,MBMAMEAE4ZY,6378.41,USD,MT940,2021,Outgoing,Corporate Payment,Middle East,Middle East,MT
7126,Dubai Islamic Bank,DIBDMEA5E82,Barclays,BBARCAJJO3R,59607.84,USD,MT799,2016,Outgoing,Trade Finance,Middle East,Africa,MT
7127,Standard Chartered,SCSTSAJOP2N,National Bank of Fujairah,NBOFMEAE56L,33337457.0,JPY,MT760,2016,Incoming,FX Settlement,South Asia,Middle East,MT
7128,Wells Fargo,WFWENAPH7O1,Deutsche Bank,DBDEAFDWKG7,33618.82,USD,MT910,2015,Outgoing,Retail Payment,North America,Latin America,MT
7129,Barclays,BBARCAJJO3R,Bank of America,BOABAPYTBUG,21793.81,CNY,MT799,2015,Outgoing,Loan Disbursement,Caribbean,Southeast Asia,MT
7130,Credit Suisse,CSCREUD3JR5,RAK Bank,RBRAMEAANF7,16852.01,GBP,MT950,2020,Outgoing,Treasury Operations,Europe,Middle East,MT
7131,Credit Suisse,CSCREUD3JR5,Commercial Bank of Dubai,CBODMEA7WUU,138817.71,AED,MT760,2015,Incoming,Loan Disbursement,Europe,Middle East,MT
7132,JPMorgan Chase,JCJPCSPOOGD,First Abu Dhabi Bank,FADBMEA2699,97125.48,EUR,MT799,2023,Incoming,Interbank Settlement,Central Asia,Caribbean,MT
7133,HSBC,HSBCSAJE8V3,Dubai Islamic Bank,DIBDMEA5E82,2163.39,EUR,MT760,2015,Outgoing,Treasury Operations,South Asia,Middle East,MT
7134,Royal Bank of Canada,RBOCAPJ0UHW,Goldman Sachs,GSGOAPYB7P0,269554.32,EUR,MT910,2023,Outgoing,Loan Disbursement,Asia Pacific,Europe,MT
7135,Abu Dhabi Commercial Bank,ADCBMEAD03P,Dubai Islamic Bank,DIBDMEA5E82,5811.12,USD,MT103,2019,Incoming,Treasury Operations,Middle East,Middle East,MT
7136,Emirates NBD,ENEMMEA6RXO,First Abu Dhabi Bank,FADBMEA2699,15040.21,USD,MT202,2019,Incoming,Interbank Settlement,Middle East,Middle East,MT
7137,Bank of Tokyo-Mitsubishi UFJ,BOTUAPYWGS3,National Bank of Fujairah,NBOFMEAE56L,35960.39,CNY,MT103,2019,Incoming,Loan Disbursement,Asia Pacific,Middle East,MT
7138,Emirates NBD,ENEMMEA6RXO,First Abu Dhabi Bank,FADBMEA2699,4998.77,USD,MT910,2020,Incoming,Investment,Middle East,Middle East,MT
7139,Royal Bank of Canada,RBOCAPJ0UHW,Abu Dhabi Islamic Bank,ADIBMEAAD1L,7013.95,USD,MT700,2015,Incoming,Investment,Asia Pacific,Middle East,MT
7140,Deutsche Bank,DBDEAFDWKG7,Royal Bank of Canada,RBOCAPJ0UHW,130628.28,EUR,MT700,2021,Incoming,Loan Disbursement,Africa,North America,MT
7141,Dubai Islamic Bank,DIBDMEA5E82,Dubai Islamic Bank,DIBDMEA5E82,15113.2,USD,MT700,2017,Outgoing,Investment,Middle East,Middle East,MT
7142,First Abu Dhabi Bank,FADBMEA2699,Abu Dhabi Commercial Bank,ADCBMEAD03P,14901.41,AED,MT910,2016,Incoming,Corporate Payment,Middle East,Middle East,MT
7143,HSBC,HSBCSAJE8V3,First Abu Dhabi Bank,FADBMEA2699,31043.33,USD,MT950,2016,Outgoing,Corporate Payment,South Asia,Middle East,MT
7144,Morgan Stanley,MSMOAFSRT5V,Emirates NBD,ENEMMEA6RXO,4130.52,EUR,MT799,2018,Outgoing,Interbank Settlement,Africa,Middle East,MT
7145,Standard Chartered,SCSTSAJOP2N,Emirates NBD,ENEMMEA6RXO,15086.16,USD,MT103,2019,Incoming,Interbank Settlement,South Asia,Southeast Asia,MT
7146,Emirates NBD,ENEMMEA6RXO,Dubai Islamic Bank,DIBDMEA5E82,56127.87,EUR,MT940,2019,Incoming,FX Settlement,Middle East,Middle East,MT
7147,First Abu Dhabi Bank,FADBMEA2699,RAK Bank,RBRAMEAANF7,2726.19,USD,MT700,2018,Incoming,Trade Finance,Middle East,Middle East,MT
7148,Barclays,BBARCAJJO3R,National Bank of Fujairah,NBOFMEAE56L,2740.67,USD,MT202,2020,Incoming,Treasury Operations,Caribbean,Middle East,MT
7149,BNP Paribas,BPBNSAGC7SV,RAK Bank,RBRAMEAANF7,7178.22,EUR,MT103,2022,Outgoing,Trade Finance,South Asia,Middle East,MT
7150,Barclays,BBARCAJJO3R,Citibank,CCITCSAWGWT,60401.37,USD,MT910,2018,Outgoing,FX Settlement,Caribbean,Caribbean,MT
7151,First Abu Dhabi Bank,FADBMEA2699,Abu Dhabi Commercial Bank,ADCBMEAD03P,5228.55,EUR,MT940,2019,Outgoing,Loan Disbursement,Middle East,Middle East,MT
7152,Mashreq Bank,MBMAMEAE4ZY,Industrial and Commercial Bank of China,IACBCASEWNX,4664.37,USD,MT760,2015,Outgoing,FX Settlement,Middle East,Southeast Asia,MT
7153,Deutsche Bank,DBDEAFDWKG7,Citibank,CCITCSAWGWT,23998.66,CAD,MT799,2019,Incoming,Investment,Africa,Latin America,MT
7154,Standard Chartered,SCSTSAJOP2N,Mashreq Bank,MBMAMEAE4ZY,840056.33,EUR,MT910,2022,Incoming,Interbank Settlement,South Asia,Middle East,MT
7155,First Abu Dhabi Bank,FADBMEA2699,RAK Bank,RBRAMEAANF7,21334.73,EUR,MT799,2023,Outgoing,Treasury Operations,Middle East,Middle East,MT
7156,Mashreq Bank,MBMAMEAE4ZY,Abu Dhabi Islamic Bank,ADIBMEAAD1L,155559.59,AED,MT940,2016,Outgoing,Trade Finance,Middle East,Middle East,MT
7157,Morgan Stanley,MSMOAFSRT5V,Mashreq Bank,MBMAMEAE4ZY,100831.19,EUR,MT910,2020,Incoming,Corporate Payment,Africa,Middle East,MT
7158,Citibank,CCITCSAWGWT,First Abu Dhabi Bank,FADBMEA2699,365095.64,EUR,MT950,2021,Outgoing,Trade Finance,Central Asia,Middle East,MT
7159,Bank of China,BOCBLAUE3HB,Sharjah Islamic Bank,SIBSMEAWAQ7,78079.44,GBP,MT910,2016,Incoming,Treasury Operations,Latin America,Middle East,MT
7160,Goldman Sachs,GSGOAPYB7P0,Abu Dhabi Commercial Bank,ADCBMEAD03P,568752.38,AED,MT950,2017,Outgoing,Loan Disbursement,Asia Pacific,Middle East,MT
7161,First Abu Dhabi Bank,FADBMEA2699,Commercial Bank of Dubai,CBODMEA7WUU,30491.1,USD,MT910,2019,Incoming,Corporate Payment,Middle East,Middle East,MT
7162,Emirates NBD,ENEMMEA6RXO,Abu Dhabi Commercial Bank,ADCBMEAD03P,58388.74,USD,MT202,2015,Incoming,Investment,Middle East,Middle East,MT
7163,Credit Suisse,CSCREUD3JR5,National Bank of Umm Al Qaiwain,NBOUMEA1ILX,20192.61,EUR,MT700,2023,Outgoing,Treasury Operations,Europe,Middle East,MT
7164,Morgan Stanley,MSMOAFSRT5V,Dubai Islamic Bank,DIBDMEA5E82,536.68,EUR,MT799,2017,Incoming,FX Settlement,Africa,Middle East,MT
7165,Mashreq Bank,MBMAMEAE4ZY,Abu Dhabi Commercial Bank,ADCBMEAD03P,444.58,EUR,MT103,2023,Outgoing,Investment,Middle East,Middle East,MT
7166,Morgan Stanley,MSMOAFSRT5V,RAK Bank,RBRAMEAANF7,15135.72,USD,MT950,2019,Outgoing,Interbank Settlement,Africa,Middle East,MT
7167,Emirates NBD,ENEMMEA6RXO,Abu Dhabi Islamic Bank,ADIBMEAAD1L,3641.5,EUR,MT103,2017,Incoming,Interbank Settlement,Middle East,Middle East,MT
7168,HSBC,HSBCSAJE8V3,Dubai Islamic Bank,DIBDMEA5E82,7768.51,USD,MT910,2015,Incoming,Investment,South Asia,Middle East,MT
7169,Bank of Tokyo-Mitsubishi UFJ,BOTUAPYWGS3,National Bank of Umm Al Qaiwain,NBOUMEA1ILX,141212.13,AED,MT799,2021,Incoming,Investment,Asia Pacific,Middle East,MT
7170,Citibank,CCITCSAWGWT,United Arab Bank,UABUMEAPCIA,24277.28,EUR,MT103,2018,Incoming,Retail Payment,Central Asia,Middle East,MT
7171,Industrial and Commercial Bank of China,IACBCASEWNX,National Bank of Umm Al Qaiwain,NBOUMEA1ILX,420036.03,USD,MT700,2018,Incoming,Investment,Caribbean,Middle East,MT
7172,Barclays,BBARCAJJO3R,Mashreq Bank,MBMAMEAE4ZY,144219.76,EUR,MT202,2017,Outgoing,FX Settlement,Caribbean,Middle East,MT
7173,Credit Suisse,CSCREUD3JR5,Mashreq Bank,MBMAMEAE4ZY,20533.14,EUR,MT940,2019,Incoming,Treasury Operations,Europe,Middle East,MT
7174,Mashreq Bank,MBMAMEAE4ZY,National Bank of Fujairah,NBOFMEAE56L,64071.29,EUR,MT760,2017,Incoming,Corporate Payment,Middle East,Middle East,MT
7175,Royal Bank of Canada,RBOCAPJ0UHW,National Bank of Umm Al Qaiwain,NBOUMEA1ILX,454196.08,AED,MT103,2020,Outgoing,Treasury Operations,Asia Pacific,Middle East,MT
7176,Goldman Sachs,GSGOAPYB7P0,Abu Dhabi Commercial Bank,ADCBMEAD03P,421099.47,EUR,MT202,2015,Outgoing,Trade Finance,Asia Pacific,Southeast Asia,MT
7177,Bank of Tokyo-Mitsubishi UFJ,BOTUAPYWGS3,National Bank of Fujairah,NBOFMEAE56L,67426.74,USD,MT700,2021,Outgoing,Interbank Settlement,Asia Pacific,Middle East,MT
7178,Standard Chartered,SCSTSAJOP2N,Abu Dhabi Commercial Bank,ADCBMEAD03P,22883979.0,JPY,MT799,2023,Incoming,Trade Finance,South Asia,Middle East,MT
7179,Abu Dhabi Commercial Bank,ADCBMEAD03P,Mashreq Bank,MBMAMEAE4ZY,33363.85,EUR,MT910,2023,Outgoing,Retail Payment,Middle East,Middle East,MT
7180,Industrial and Commercial Bank of China,IACBCASEWNX,Commercial Bank of Dubai,CBODMEA7WUU,7137.17,AUD,MT700,2021,Outgoing,Treasury Operations,Caribbean,Middle East,MT
7181,Bank of China,BOCBLAUE3HB,Mashreq Bank,MBMAMEAE4ZY,1413790.0,JPY,MT202,2019,Incoming,Corporate Payment,Latin America,Middle East,MT
7182,Abu Dhabi Commercial Bank,ADCBMEAD03P,Mashreq Bank,MBMAMEAE4ZY,61676.81,AED,MT799,2020,Incoming,Corporate Payment,Middle East,Middle East,MT
7183,Bank of China,BOCBLAUE3HB,First Abu Dhabi Bank,FADBMEA2699,108057.83,AED,MT950,2017,Incoming,Interbank Settlement,Latin America,Middle East,MT
7184,Bank of China,BOCBLAUE3HB,Dubai Islamic Bank,DIBDMEA5E82,56088.17,USD,MT799,2016,Outgoing,Corporate Payment,Latin America,Middle East,MT
7185,BNP Paribas,BPBNSAGC7SV,United Arab Bank,UABUMEAPCIA,22327.13,USD,MT700,2015,Incoming,Investment,South Asia,Middle East,MT
7186,HSBC,HSBCSAJE8V3,Abu Dhabi Islamic Bank,ADIBMEAAD1L,263850.86,USD,MT103,2022,Outgoing,Investment,South Asia,Middle East,MT
7187,Abu Dhabi Commercial Bank,ADCBMEAD03P,Abu Dhabi Islamic Bank,ADIBMEAAD1L,5964.85,USD,MT700,2020,Incoming,Interbank Settlement,Middle East,Middle East,MT
7188,Barclays,BBARCAJJO3R,Sharjah Islamic Bank,SIBSMEAWAQ7,1932658.41,AED,MT799,2022,Outgoing,Loan Disbursement,Caribbean,Middle East,MT
7189,JPMorgan Chase,JCJPCSPOOGD,RAK Bank,RBRAMEAANF7,62633.98,EUR,MT910,2022,Outgoing,Corporate Payment,Central Asia,Middle East,MT
7190,Standard Chartered,SCSTSAJOP2N,Emirates NBD,ENEMMEA6RXO,158848.39,GBP,MT700,2019,Outgoing,Interbank Settlement,South Asia,Middle East,MT
7191,Industrial and Commercial Bank of China,IACBCASEWNX,JPMorgan Chase,JCJPCSPOOGD,6854.67,USD,MT700,2019,Incoming,Investment,Caribbean,Central Asia,MT
7192,Morgan Stanley,MSMOAFSRT5V,Emirates NBD,ENEMMEA6RXO,29161.91,CNY,MT950,2022,Outgoing,Corporate Payment,Africa,Middle East,MT
7193,JPMorgan Chase,JCJPCSPOOGD,Abu Dhabi Commercial Bank,ADCBMEAD03P,132236.22,USD,MT202,2016,Outgoing,Treasury Operations,Central Asia,Middle East,MT
7194,Standard Chartered,SCSTSAJOP2N,Emirates NBD,ENEMMEA6RXO,37598.79,AUD,MT202,2015,Incoming,Loan Disbursement,South Asia,Europe,MT
7195,Bank of China,BOCBLAUE3HB,United Arab Bank,UABUMEAPCIA,101073.4,USD,MT910,2023,Incoming,Corporate Payment,Latin America,Middle East,MT
7196,Bank of America,BOABAPYTBUG,United Arab Bank,UABUMEAPCIA,185426.24,AED,MT950,2015,Outgoing,Loan Disbursement,Asia Pacific,Middle East,MT
7197,Deutsche Bank,DBDEAFDWKG7,Abu Dhabi Commercial Bank,ADCBMEAD03P,13315.5,USD,MT950,2023,Outgoing,Treasury Operations,Africa,Middle East,MT
7198,Mashreq Bank,MBMAMEAE4ZY,Commercial Bank of Dubai,CBODMEA7WUU,225381.21,EUR,MT910,2016,Outgoing,Trade Finance,Middle East,Middle East,MT
7199,Bank of Tokyo-Mitsubishi UFJ,BOTUAPYWGS3,National Bank of Fujairah,NBOFMEAE56L,184392.18,AED,MT950,2016,Outgoing,Trade Finance,Asia Pacific,Middle East,MT
7200,Deutsche Bank,DBDEAFDWKG7,National Bank of Fujairah,NBOFMEAE56L,25238.86,USD,MT950,2018,Incoming,Investment,Africa,Middle East,MT
7201,Dubai Islamic Bank,DIBDMEA5E82,Commercial Bank of Dubai,CBODMEA7WUU,585.62,GBP,MT799,2015,Incoming,Corporate Payment,Middle East,Middle East,MT
7202,Standard Chartered,SCSTSAJOP2N,Emirates NBD,ENEMMEA6RXO,19585.93,USD,MT103,2018,Outgoing,Corporate Payment,South Asia,Middle East,MT
7203,Bank of China,BOCBLAUE3HB,National Bank of Umm Al Qaiwain,NBOUMEA1ILX,6746.71,USD,MT950,2015,Outgoing,Loan Disbursement,Latin America,Middle East,MT
7204,Barclays,BBARCAJJO3R,United Arab Bank,UABUMEAPCIA,120513.58,EUR,MT760,2017,Incoming,Trade Finance,Caribbean,Middle East,MT
7205,Morgan Stanley,MSMOAFSRT5V,Commercial Bank of Dubai,CBODMEA7WUU,300008.11,AED,MT799,2021,Incoming,Loan Disbursement,Africa,Middle East,MT
7206,Emirates NBD,ENEMMEA6RXO,Abu Dhabi Islamic Bank,ADIBMEAAD1L,84975.66,AED,MT103,2022,Outgoing,Corporate Payment,Middle East,Middle East,MT
7207,Deutsche Bank,DBDEAFDWKG7,National Bank of Umm Al Qaiwain,NBOUMEA1ILX,5592.18,EUR,MT760,2019,Incoming,Retail Payment,Africa,Middle East,MT
7208,Standard Chartered,SCSTSAJOP2N,Wells Fargo,WFWENAPH7O1,227933.38,EUR,MT940,2019,Outgoing,Treasury Operations,South Asia,Europe,MT
7209,Goldman Sachs,GSGOAPYB7P0,HSBC,HSBCSAJE8V3,224909.86,AED,MT202,2018,Incoming,FX Settlement,Asia Pacific,Africa,MT
7210,Abu Dhabi Commercial Bank,ADCBMEAD03P,National Bank of Umm Al Qaiwain,NBOUMEA1ILX,54540.71,GBP,MT202,2015,Incoming,Retail Payment,Middle East,Middle East,MT
7211,Credit Suisse,CSCREUD3JR5,National Bank of Fujairah,NBOFMEAE56L,647953.1,USD,MT799,2022,Incoming,Trade Finance,Europe,Middle East,MT
7212,Dubai Islamic Bank,DIBDMEA5E82,Abu Dhabi Commercial Bank,ADCBMEAD03P,40961.28,CNY,MT202,2022,Outgoing,Loan Disbursement,Middle East,Middle East,MT
7213,Credit Suisse,CSCREUD3JR5,Dubai Islamic Bank,DIBDMEA5E82,36675.75,USD,MT760,2020,Incoming,Trade Finance,Europe,Middle East,MT
7214,Credit Suisse,CSCREUD3JR5,Emirates NBD,ENEMMEA6RXO,29472.15,CNY,MT940,2019,Incoming,Corporate Payment,Europe,Middle East,MT
7215,Bank of America,BOABAPYTBUG,First Abu Dhabi Bank,FADBMEA2699,6774.1,EUR,MT940,2015,Outgoing,Investment,Asia Pacific,Middle East,MT
7216,Credit Suisse,CSCREUD3JR5,Mashreq Bank,MBMAMEAE4ZY,7340.21,EUR,MT103,2016,Incoming,Investment,Europe,South Asia,MT
7217,Standard Chartered,SCSTSAJOP2N,Sharjah Islamic Bank,SIBSMEAWAQ7,130284.01,AED,MT940,2018,Outgoing,Trade Finance,South Asia,Middle East,MT
7218,Bank of China,BOCBLAUE3HB,Abu Dhabi Islamic Bank,ADIBMEAAD1L,2497.13,USD,MT910,2021,Incoming,Investment,Latin America,Middle East,MT
7219,UBS,UBSXCAE3O4P,Mashreq Bank,MBMAMEAE4ZY,36465.11,USD,MT700,2020,Incoming,Corporate Payment,Caribbean,Central Asia,MT
7220,Citibank,CCITCSAWGWT,Mashreq Bank,MBMAMEAE4ZY,5300.54,EUR,MT103,2020,Incoming,Treasury Operations,Central Asia,Middle East,MT
7221,Dubai Islamic Bank,DIBDMEA5E82,Emirates NBD,ENEMMEA6RXO,24597.12,EUR,MT103,2015,Outgoing,Loan Disbursement,Middle East,Middle East,MT
7222,First Abu Dhabi Bank,FADBMEA2699,National Bank of Umm Al Qaiwain,NBOUMEA1ILX,85500.9,EUR,MT910,2016,Outgoing,Retail Payment,Middle East,Middle East,MT
7223,Abu Dhabi Commercial Bank,ADCBMEAD03P,Abu Dhabi Islamic Bank,ADIBMEAAD1L,20421.58,EUR,MT760,2015,Incoming,Corporate Payment,Middle East,Middle East,MT
7224,Deutsche Bank,DBDEAFDWKG7,Abu Dhabi Commercial Bank,ADCBMEAD03P,11446.8,USD,MT910,2021,Incoming,Trade Finance,Africa,Middle East,MT
7225,Wells Fargo,WFWENAPH7O1,Commercial Bank of Dubai,CBODMEA7WUU,15288.89,USD,MT103,2021,Incoming,FX Settlement,North America,Middle East,MT
7226,Bank of America,BOABAPYTBUG,Royal Bank of Canada,RBOCAPJ0UHW,9135.26,EUR,MT760,2021,Outgoing,Retail Payment,Asia Pacific,Latin America,MT
7227,Bank of Tokyo-Mitsubishi UFJ,BOTUAPYWGS3,Mashreq Bank,MBMAMEAE4ZY,43150.91,AUD,MT202,2018,Outgoing,Interbank Settlement,Asia Pacific,Middle East,MT
7228,Credit Suisse,CSCREUD3JR5,Bank of America,BOABAPYTBUG,5769.56,USD,MT103,2020,Incoming,Corporate Payment,Europe,South Asia,MT
